filename,FID,FVD,SSIM,PSNR,E-FID,CSIM
2-video83-face-v5.mp4,405.3092076648545,2086.630303515625,0.24943848214187872,8.555708289439142,416.5268341998325,0.6437335652481024
2-video78-face-v5.mp4,365.42344159515335,1464.0764705078125,0.24620436848474264,12.575226302708213,338.7912935795475,0.6873043074554823
2-video55-face-v5.mp4,386.8703085420176,328.5303889648437,0.0508532691317012,11.184706023510918,183.81618711931185,0.6953122855425267
2-video60-face-v5.mp4,364.7651473366971,889.9446956054687,0.1697174845426766,11.362531935648878,334.50665115038237,0.7107505186478817
2-video86-face-v5.mp4,376.9853227462173,1000.5861140625,0.2137264937327073,14.298607470250078,419.3237711620231,0.8064520402162759
2-video46-face-v5.mp4,300.48805314502926,692.6608821289062,0.12662912238037327,13.7800681563077,163.52971244804644,0.8561293111693862
2-video77-face-v5.mp4,254.99772293722089,1040.46795,0.3125088352637052,13.855271823664186,288.9843061017684,0.8272899946597346
2-video72-face-v5.mp4,303.3571563285084,1008.00652421875,0.29416717003916554,12.993516380365635,313.8258371196009,0.778772515883875
2-video37-face-v5.mp4,360.4696675694761,664.8191462890625,0.04128769634879296,10.800728294702145,194.4238707386695,0.7223085163162801
2-video52-face-v5.mp4,257.6263748532574,1320.602471484375,0.13645459401928076,13.56010071209668,192.49325627546054,0.8531468296359174
2-video57-face-v5.mp4,268.45040748185534,1641.0449763671875,0.2996930777535939,14.768675353490632,441.9512846194615,0.8449040096533998
2-video84-face-v5.mp4,217.05276930581564,795.4529353515625,0.34916773718773786,17.89286061930973,451.51478834359966,0.9156852083667358
2-video67-face-v5.mp4,281.0796727012753,2121.449639453125,0.33866985551469986,13.027427982311034,411.5253165215221,0.8839133775290133
2-video70-face-v5.mp4,327.43616721970125,1512.860772265625,0.3513360752667227,15.451974367209264,391.7270553335384,0.84489012478884
2-video189-face-v5.mp4,297.13571532460435,2412.841241015625,0.30552971684503544,12.713933311918518,459.803836020199,0.7508804832427605
2-video74-face-v5.mp4,325.85676186863594,1396.16082109375,0.34090262430557083,14.173138878777788,332.70268553981816,0.8021874237052976
2-video76-face-v5.mp4,340.60480639116315,1320.53582109375,0.27398317791207527,14.086485348768857,339.7219532906398,0.8329474008722266
2-video45-face-v5.mp4,319.22073121780795,934.0752498046875,0.46650336232774026,16.060699676163782,433.8558521264632,0.8277461574780027
2-video68-face-v5.mp4,273.911652244208,1425.15886796875,0.33887391805929545,11.104415730389572,270.26222796913936,0.7582022637021537
2-video31-face-v5.mp4,341.8520746613645,1639.30339921875,0.2741421286064324,10.677952262757639,412.9991774498053,0.7697496134761551
2-video71-face-v5.mp4,301.59425201241424,1286.43914140625,0.20330591102138565,8.008242364831204,401.15058655822224,0.6402093362982424
2-video193-face-v5.mp4,274.05319593289585,2017.963799609375,0.44268948704488026,14.500817135359817,482.22239750582116,0.8304945505004975
2-video30-face-v5.mp4,314.1794624508552,819.4463435546875,0.5081043888051773,18.046364641374243,452.5856439087003,0.600320237863763
2-video39-face-v5.mp4,254.52997961752158,1542.145684375,0.3362360459270596,14.196337232063254,485.6749700781336,0.8571465085845672
2-video59-face-v5.mp4,228.72591060755514,1803.8704158203125,0.39962556957446915,13.955075790194563,407.89315178106017,0.5597401137037483
2-video38-face-v5.mp4,157.0920272513216,728.1570369140625,0.3449396517431746,14.165769107336482,205.7841403135577,0.836004352058193
2-video63-face-v5.mp4,259.1979323681946,1259.16277421875,0.3125759472415718,15.728818007956734,320.61431870289243,0.8788282570506031
