filename,FID,FVD,SSIM,PSNR,E-FID,CSIM
video_019.mp4,415.13908674261717,2950.977715625,0.3211216822713501,12.22100125558196,371.0398044199589,0.873924921420297
video_020.mp4,397.7837776483539,3615.595147265625,0.3807756679211335,14.387166983035637,231.14948608001177,0.7881411729956893
video_035.mp4,430.7439642103278,2726.19060625,0.35955151974194993,12.843042300740692,384.0614572784462,0.884706888342087
video_059.mp4,372.82643346322413,2920.084893359375,0.5119448623702045,18.857777902022345,526.7001767219128,0.8813463014956353
video_065.mp4,357.2789620128373,3497.06902421875,0.3852757632491644,14.558831693920387,221.59892448480454,0.7942848085917726
video_070.mp4,357.27879924431977,2113.1974421875,0.5272604883223084,17.610002402027934,396.28071651294374,0.8754674597137564
video_091.mp4,446.17946518681197,3942.25066484375,0.4605904780778638,17.02114277118446,520.3850070495246,0.8117367762413648
video_092.mp4,316.03686578313045,3097.86003984375,0.5186065186289017,17.88330151402782,396.92680061272296,0.8643088403727825
video_094.mp4,461.9868059665649,3343.882256640625,0.28072835670707896,13.282934567278549,263.7403329839692,0.8215793546056768
video_098.mp4,325.06913158494154,2477.4025203125,0.5180441043862105,16.66582058393007,393.3125972200548,0.863136181655128
video_100.mp4,356.9910169822257,2630.122491015625,0.5084844817680774,17.506124418573705,429.4562745031568,0.8744530473308535
video_102.mp4,361.6146040814495,3000.36248125,0.3393040950883549,14.212318881540277,294.59367300516146,0.8166815382821027
video_103.mp4,400.2163296330083,3271.754815234375,0.3354231767909166,14.070031984436298,226.80776794255829,0.793635688026376
video_106.mp4,388.1238676551316,3642.6017390625,0.32766198289539006,14.215793388782007,269.4753202608444,0.8036371154566939
video_110.mp4,433.42146106194207,3297.90496171875,0.239886930337907,11.618281011728705,433.0215141860234,0.5406783226093697
video_036.mp4,354.1937860704286,3386.665215625,0.5021794490576044,18.08457087025975,526.0355922439092,0.8528245957044205
video_048.mp4,317.58481473565615,2188.0724421875,0.4019595709473517,9.866778792730187,186.10600752490268,0.8201302242643093
video_016.mp4,393.7757179168947,2800.764825,0.3224202889520732,12.26386402182851,382.81111782589164,0.8266252190470094
video_017.mp4,448.80852847333705,2030.068780078125,0.3156722095333533,12.294848364268073,444.6836040696932,0.8321611029965998
video_075.mp4,415.6014503896479,3097.00359453125,0.3292554819577781,13.98857911216097,234.9281045457322,0.8061020264887064
video_076.mp4,382.48403651880085,3633.1368953125,0.374818124821562,14.411640237891596,279.94711862597507,0.7943912171433261
video_080.mp4,360.45444139070196,2845.63543046875,0.23574937790608497,11.620386933815524,406.18360413338183,0.5124463367903949
video_081.mp4,418.11442115180836,2673.49773515625,0.3302555152565798,12.505418646319024,376.7007492725725,0.8600953027504792
video_085.mp4,318.161160199449,2748.161553515625,0.5239931738103271,16.589524650273184,373.7061031145439,0.848191304850566
video_086.mp4,481.313481139361,2028.5122615234375,0.3456457341211472,12.78504059417741,291.18218885929343,0.8794531850444101
