filename,FID,FVD,SSIM,PSNR,E-FID,CSIM
4-mp4-14-hand-v5.mp4,444.8267229850544,2988.21843828125,0.0,0.0,337.396281256523,0.0
4-mp4-37-hand-v5.mp4,444.8267229850544,2988.21843828125,0.0,0.0,337.396281256523,0.0
4-mp4-22-hand-v5.mp4,444.8267229850544,2988.21843828125,0.0,0.0,337.396281256523,0.0
4-mp4-3-hand-v5.mp4,224.0833827203164,1060.2521296875,0.2448445738633934,11.554844617404834,255.5525870718343,0.7015666248190298
