video_id,subject_consistency,background_consistency,motion_smoothness,dynamic_degree,aesthetic_quality,imaging_quality
video1,0.8402734577655793,0.92830810546875,0.0,0.0,0.23568753898143768,35.058160405100125
video10,0.7826931871473789,0.91875,0.7599678020780962,0.0,0.3489152491092682,49.00695471116054
video100,0.7675455240532756,0.88316650390625,0.7260262492093611,1.0,0.2572476267814636,46.73157129169982
video101,0.7153387552127242,0.829498291015625,0.9274162761953257,1.0,0.4098972678184509,52.277310218340084
video102,0.7753891572356224,0.853997802734375,0.9313522655571033,1.0,0.3058846592903137,45.60519491595986
video103,0.7788772199302911,0.8957427978515625,0.7839040978307233,1.0,0.34109124541282654,55.21358537085263
video104,0.6766822597745693,0.9004535097064394,0.0,0.0,0.196855366230011,50.110109727774095
video105,0.7808948604390025,0.87181396484375,0.9585071476656994,1.0,0.23825186491012573,54.535022029170285
video106,0.7459625852735419,0.9140400133634868,0.0,0.0,0.20494244992733002,38.96435328892299
video107,0.7762346809729934,0.8865631103515625,0.6081360526906574,1.0,0.27151697874069214,56.202913613966956
video108,0.6853348245987525,0.8943622295673077,0.0,0.0,0.26168742775917053,42.97127417069447
video109,0.6874021123163402,0.7735443115234375,0.7220406241489652,1.0,0.26259151101112366,47.111349294215074
video11,0.7825500216335058,0.874407958984375,0.8955300612140558,1.0,0.30831602215766907,42.50494179902253
video110,0.8205882702022791,0.9115142822265625,0.9199162430404261,0.0,0.3020448684692383,34.099809929176615
video111,0.8076660998165608,0.9030120849609375,0.7070313145229044,0.0,0.26562628149986267,46.57716958316756
video112,0.818744982406497,0.913671875,0.9802397515900168,1.0,0.34710362553596497,27.338936264132276
video113,0.8827486205846071,0.9314788818359375,0.6876540575579825,1.0,0.2957732081413269,52.877409993866344
video114,0.8657865967601538,0.928802490234375,0.91061427270561,1.0,0.3424589931964874,43.43958784032751
video115,0.0,0.0,0.0,0.0,0.0,0.0
video116,0.7957874728366733,0.82772216796875,0.8005207658639031,1.0,0.26522865891456604,49.893744103702495
video117,0.8171260951086878,0.822015380859375,0.9517811565634645,1.0,0.36504629254341125,42.08316070650831
video118,0.8420953206717968,0.9507476806640625,0.0,0.0,0.1272454857826233,49.75132770302855
video119,0.7424215689490113,0.9342056467563291,0.0,0.0,0.20410500466823578,38.39198257923126
video12,0.0,0.0,0.0,0.0,0.0,0.0
video120,0.808307058364153,0.90106201171875,0.0,0.0,0.18282893300056458,40.65217246538327
video121,0.0,0.0,0.803120787377451,1.0,0.0,0.0
video122,0.9160148572176695,0.931109619140625,0.9625745435394912,1.0,0.29457294940948486,58.41769701168861
